iso3_a,iso3_b,year,war
TUR,GRC,1964,0
GRC,TUR,1967,0
TUR,GRC,1967,0
CYP,TUR,1967,0
TUR,CYP,1967,0
ALB,GRC,1948,0
GRC,ALB,1948,0
ALB,GRC,1949,0
GRC,ALB,1949,0
USA,HUN,1951,0
HUN,USA,1951,0
USA,BGR,1951,0
BGR,USA,1951,0
USA,ROU,1951,0
ROU,USA,1951,0
USA,RUS,1951,0
RUS,USA,1951,0
HUN,YUG,1949,0
HUN,YUG,1950,0
HUN,YUG,1951,0
YUG,HUN,1949,0
YUG,HUN,1950,0
YUG,HUN,1951,0
YUG,BGR,1950,0
YUG,BGR,1951,0
BGR,YUG,1950,0
BGR,YUG,1951,0
YUG,ROU,1950,0
YUG,ROU,1951,0
ROU,YUG,1950,0
ROU,YUG,1951,0
YUG,RUS,1949,0
YUG,RUS,1950,0
YUG,RUS,1951,0
RUS,YUG,1949,0
RUS,YUG,1950,0
RUS,YUG,1951,0
GRC,TUR,1976,0
TUR,GRC,1976,0
GRC,TUR,1975,0
TUR,GRC,1975,0
GRC,TUR,1974,0
TUR,GRC,1974,0
GRC,TUR,1974,1
TUR,GRC,1974,1
CYP,TUR,1974,1
TUR,CYP,1974,1
GRC,BGR,1952,0
BGR,GRC,1952,0
IND,PAK,1955,0
PAK,IND,1955,0
IND,PAK,1956,0
PAK,IND,1956,0
IND,PAK,1958,0
IND,PAK,1959,0
PAK,IND,1958,0
PAK,IND,1959,0
AFG,PAK,1960,0
PAK,AFG,1960,0
AFG,PAK,1961,0
PAK,AFG,1961,0
AFG,PAK,1955,0
PAK,AFG,1955,0
AFG,PAK,1950,0
PAK,AFG,1950,0
AFG,PAK,1949,0
PAK,AFG,1949,0
IND,PAK,1950,0
PAK,IND,1950,0
IND,PAK,1962,0
PAK,IND,1962,0
IND,PAK,1964,0
IND,PAK,1965,1
IND,PAK,1966,0
PAK,IND,1964,0
PAK,IND,1965,1
PAK,IND,1966,0
IND,PAK,1963,0
PAK,IND,1963,0
DRC,UGA,1965,0
UGA,DRC,1965,0
BEL,DRC,1960,0
DRC,BEL,1960,0
CHA,SDN,1966,0
SDN,CHA,1966,0
CEN,CHA,1969,0
CHA,CEN,1969,0
DRC,ZWE,1966,0
ZWE,DRC,1966,0
SOM,ZWE,1966,0
ZWE,SOM,1966,0
ZWE,MDG,1966,0
MDG,ZWE,1966,0
CON,DRC,1969,0
CON,DRC,1970,0
DRC,CON,1969,0
DRC,CON,1970,0
PRT,CON,1969,0
CON,PRT,1969,0
CON,DRC,1965,0
DRC,CON,1965,0
SPN,DZA,1975,0
DZA,SPN,1975,0
MAA,DZA,1975,0
DZA,MAA,1975,0
MAR,DZA,1975,0
DZA,MAR,1975,0
ZWE,BWA,1976,0
ZWE,BWA,1977,0
ZWE,BWA,1978,0
BWA,ZWE,1976,0
BWA,ZWE,1977,0
BWA,ZWE,1978,0
ZWE,BWA,1975,0
BWA,ZWE,1975,0
CHA,LBY,1976,0
CHA,LBY,1977,0
LBY,CHA,1976,0
LBY,CHA,1977,0
CAO,GAB,1976,0
GAB,CAO,1976,0
GNQ,GAB,1972,0
GAB,GNQ,1972,0
PRT,MAW,1973,0
MAW,PRT,1973,0
IND,PAK,1967,0
PAK,IND,1967,0
KOR,JPN,1953,0
KOR,JPN,1954,0
JPN,KOR,1953,0
JPN,KOR,1954,0
KOR,JPN,1954,0
JPN,KOR,1954,0
KOR,JPN,1955,0
JPN,KOR,1955,0
KOR,JPN,1958,0
KOR,JPN,1959,0
KOR,JPN,1960,0
KOR,JPN,1961,0
KOR,JPN,1962,0
KOR,JPN,1963,0
KOR,JPN,1964,0
JPN,KOR,1958,0
JPN,KOR,1959,0
JPN,KOR,1960,0
JPN,KOR,1961,0
JPN,KOR,1962,0
JPN,KOR,1963,0
JPN,KOR,1964,0
LAO,DRV,1958,0
LAO,DRV,1959,0
LAO,DRV,1960,0
DRV,LAO,1958,0
DRV,LAO,1959,0
DRV,LAO,1960,0
CDI,GIN,1966,0
GIN,CDI,1966,0
GIN,GHA,1966,0
GHA,GIN,1966,0
CDI,GIN,1967,0
GIN,CDI,1967,0
USA,RUS,1962,0
RUS,USA,1962,0
USA,CHN,1962,0
USA,CHN,1963,0
USA,CHN,1964,0
CHN,USA,1962,0
CHN,USA,1963,0
CHN,USA,1964,0
UKG,RUS,1962,0
RUS,UKG,1962,0
UKG,CHN,1962,0
CHN,UKG,1962,0
RUS,THI,1962,0
THI,RUS,1962,0
RUS,LAO,1962,0
LAO,RUS,1962,0
RUS,AUS,1962,0
AUS,RUS,1962,0
RUS,NEW,1962,0
NEW,RUS,1962,0
CHN,THI,1962,0
CHN,THI,1963,0
CHN,THI,1964,0
THI,CHN,1962,0
THI,CHN,1963,0
THI,CHN,1964,0
CHN,LAO,1962,0
CHN,LAO,1963,0
CHN,LAO,1964,0
LAO,CHN,1962,0
LAO,CHN,1963,0
LAO,CHN,1964,0
CHN,AUS,1962,0
AUS,CHN,1962,0
CHN,NEW,1962,0
NEW,CHN,1962,0
LAO,DRV,1962,0
LAO,DRV,1963,0
LAO,DRV,1964,0
LAO,DRV,1965,0
LAO,DRV,1966,0
LAO,DRV,1967,1
LAO,DRV,1968,1
LAO,DRV,1969,1
LAO,DRV,1970,1
LAO,DRV,1971,1
LAO,DRV,1972,1
LAO,DRV,1973,1
DRV,LAO,1962,0
DRV,LAO,1963,0
DRV,LAO,1964,0
DRV,LAO,1965,0
DRV,LAO,1966,0
DRV,LAO,1967,1
DRV,LAO,1968,1
DRV,LAO,1969,1
DRV,LAO,1970,1
DRV,LAO,1971,1
DRV,LAO,1972,1
DRV,LAO,1973,1
CAM,DRV,1969,0
CAM,DRV,1970,0
DRV,CAM,1969,0
DRV,CAM,1970,0
BUI,RWA,1964,0
RWA,BUI,1964,0
TAZ,BUI,1973,0
BUI,TAZ,1973,0
BUI,RWA,1973,0
RWA,BUI,1973,0
USA,RUS,1961,0
RUS,USA,1961,0
USA,CHN,1961,0
CHN,USA,1961,0
USA,DRV,1961,0
DRV,USA,1961,0
RUS,THI,1961,0
THI,RUS,1961,0
RUS,LAO,1960,0
RUS,LAO,1961,0
LAO,RUS,1960,0
LAO,RUS,1961,0
CHN,THI,1961,0
THI,CHN,1961,0
CHN,LAO,1961,0
LAO,CHN,1961,0
THI,DRV,1961,0
DRV,THI,1961,0
LAO,DRV,1960,0
LAO,DRV,1961,0
DRV,LAO,1960,0
DRV,LAO,1961,0
PRT,TAZ,1972,0
TAZ,PRT,1972,0
UGA,KEN,1965,0
KEN,UGA,1965,0
UGA,KEN,1973,0
KEN,UGA,1973,0
UGA,KEN,1976,0
KEN,UGA,1976,0
PAK,MMR,1959,0
MMR,PAK,1959,0
TAW,MMR,1950,0
TAW,MMR,1951,0
TAW,MMR,1952,0
TAW,MMR,1953,0
MMR,TAW,1950,0
MMR,TAW,1951,0
MMR,TAW,1952,0
MMR,TAW,1953,0
THI,LAO,1975,0
LAO,THI,1975,0
UGA,ISR,1976,0
ISR,UGA,1976,0
KEN,SOM,1967,0
SOM,KEN,1967,0
SOM,ETH,1967,0
ETH,SOM,1967,0
USA,RUS,1969,0
RUS,USA,1969,0
USA,PRK,1964,0
USA,PRK,1965,0
USA,PRK,1966,0
USA,PRK,1967,0
USA,PRK,1968,0
USA,PRK,1969,0
PRK,USA,1964,0
PRK,USA,1965,0
PRK,USA,1966,0
PRK,USA,1967,0
PRK,USA,1968,0
PRK,USA,1969,0
PRK,KOR,1964,0
PRK,KOR,1965,0
PRK,KOR,1966,0
PRK,KOR,1967,0
PRK,KOR,1968,0
PRK,KOR,1969,0
PRK,KOR,1970,0
PRK,KOR,1971,0
KOR,PRK,1964,0
KOR,PRK,1965,0
KOR,PRK,1966,0
KOR,PRK,1967,0
KOR,PRK,1968,0
KOR,PRK,1969,0
KOR,PRK,1970,0
KOR,PRK,1971,0
UGA,TAZ,1971,0
TAZ,UGA,1971,0
UGA,TAZ,1972,0
UGA,TAZ,1973,0
TAZ,UGA,1972,0
TAZ,UGA,1973,0
TAZ,LBY,1972,0
LBY,TAZ,1972,0
UGA,TAZ,1974,0
UGA,TAZ,1975,0
TAZ,UGA,1974,0
TAZ,UGA,1975,0
UGA,ZMB,1974,0
UGA,ZMB,1975,0
ZMB,UGA,1974,0
ZMB,UGA,1975,0
UGA,SDN,1974,0
SDN,UGA,1974,0
GMB,SEN,1974,0
SEN,GMB,1974,0
PRT,SEN,1969,0
PRT,SEN,1970,0
PRT,SEN,1971,0
SEN,PRT,1969,0
SEN,PRT,1970,0
SEN,PRT,1971,0
PRT,GIN,1970,0
GIN,PRT,1970,0
PRT,GIN,1973,0
GIN,PRT,1973,0
PRT,SEN,1961,0
SEN,PRT,1961,0
PRT,SEN,1972,0
SEN,PRT,1972,0
PRT,ZMB,1972,0
PRT,ZMB,1973,0
ZMB,PRT,1972,0
ZMB,PRT,1973,0
PRT,ZMB,1971,0
ZMB,PRT,1971,0
PRT,ZMB,1966,0
PRT,ZMB,1967,0
PRT,ZMB,1968,0
PRT,ZMB,1969,0
ZMB,PRT,1966,0
ZMB,PRT,1967,0
ZMB,PRT,1968,0
ZMB,PRT,1969,0
ZMB,ZWE,1974,0
ZWE,ZMB,1974,0
ZMB,ZAF,1974,0
ZAF,ZMB,1974,0
ZMB,ZWE,1973,0
ZWE,ZMB,1973,0
ZMB,ZAF,1973,0
ZAF,ZMB,1973,0
ZMB,ZWE,1969,0
ZWE,ZMB,1969,0
ZMB,ZAF,1968,0
ZAF,ZMB,1968,0
ZMB,ZWE,1966,0
ZWE,ZMB,1966,0
UGA,SDN,1968,0
SDN,UGA,1968,0
UGA,SDN,1971,0
SDN,UGA,1971,0
SPN,GNQ,1969,0
GNQ,SPN,1969,0
BEN,NGA,1963,0
BEN,NGA,1964,0
NGA,BEN,1963,0
NGA,BEN,1964,0
GIN,GHA,1966,0
GHA,GIN,1966,0
MLI,MAA,1962,0
MAA,MLI,1962,0
MLI,BFO,1974,0
MLI,BFO,1975,0
BFO,MLI,1974,0
BFO,MLI,1975,0
GHA,TGO,1962,0
TGO,GHA,1962,0
GHA,TGO,1965,0
TGO,GHA,1965,0
ETH,SDN,1967,0
SDN,ETH,1967,0
SOM,ETH,1960,0
SOM,ETH,1961,0
ETH,SOM,1960,0
ETH,SOM,1961,0
SOM,ETH,1963,0
SOM,ETH,1964,0
ETH,SOM,1963,0
ETH,SOM,1964,0
KEN,SOM,1963,0
KEN,SOM,1964,0
SOM,KEN,1963,0
SOM,KEN,1964,0
SOM,ETH,1974,0
ETH,SOM,1974,0
SOM,ETH,1975,0
SOM,ETH,1976,0
ETH,SOM,1975,0
ETH,SOM,1976,0
MZM,ZWE,1975,0
MZM,ZWE,1976,0
MZM,ZWE,1977,0
ZWE,MZM,1975,0
ZWE,MZM,1976,0
ZWE,MZM,1977,0
ZMB,ZWE,1976,0
ZMB,ZWE,1977,0
ZWE,ZMB,1976,0
ZWE,ZMB,1977,0
CAM,DRV,1975,0
CAM,DRV,1976,0
CAM,DRV,1977,1
CAM,DRV,1978,1
CAM,DRV,1979,1
DRV,CAM,1975,0
DRV,CAM,1976,0
DRV,CAM,1977,1
DRV,CAM,1978,1
DRV,CAM,1979,1
CUB,DRC,1975,1
CUB,DRC,1976,1
CUB,DRC,1977,0
CUB,DRC,1978,0
DRC,CUB,1975,1
DRC,CUB,1976,1
DRC,CUB,1977,0
DRC,CUB,1978,0
CUB,ZMB,1976,0
ZMB,CUB,1976,0
CUB,ZAF,1975,1
CUB,ZAF,1976,1
CUB,ZAF,1977,0
CUB,ZAF,1978,0
CUB,ZAF,1979,0
CUB,ZAF,1980,0
CUB,ZAF,1981,0
CUB,ZAF,1982,0
CUB,ZAF,1983,0
CUB,ZAF,1984,0
CUB,ZAF,1985,0
CUB,ZAF,1986,0
CUB,ZAF,1987,1
CUB,ZAF,1988,1
ZAF,CUB,1975,1
ZAF,CUB,1976,1
ZAF,CUB,1977,0
ZAF,CUB,1978,0
ZAF,CUB,1979,0
ZAF,CUB,1980,0
ZAF,CUB,1981,0
ZAF,CUB,1982,0
ZAF,CUB,1983,0
ZAF,CUB,1984,0
ZAF,CUB,1985,0
ZAF,CUB,1986,0
ZAF,CUB,1987,1
ZAF,CUB,1988,1
DRC,AGO,1975,1
DRC,AGO,1976,1
DRC,AGO,1977,0
DRC,AGO,1978,0
AGO,DRC,1975,1
AGO,DRC,1976,1
AGO,DRC,1977,0
AGO,DRC,1978,0
AGO,ZMB,1976,0
ZMB,AGO,1976,0
AGO,ZAF,1975,1
AGO,ZAF,1976,1
AGO,ZAF,1977,0
AGO,ZAF,1978,0
AGO,ZAF,1979,0
AGO,ZAF,1980,0
AGO,ZAF,1981,0
AGO,ZAF,1982,0
AGO,ZAF,1983,0
AGO,ZAF,1984,0
AGO,ZAF,1985,0
AGO,ZAF,1986,0
AGO,ZAF,1987,1
AGO,ZAF,1988,1
ZAF,AGO,1975,1
ZAF,AGO,1976,1
ZAF,AGO,1977,0
ZAF,AGO,1978,0
ZAF,AGO,1979,0
ZAF,AGO,1980,0
ZAF,AGO,1981,0
ZAF,AGO,1982,0
ZAF,AGO,1983,0
ZAF,AGO,1984,0
ZAF,AGO,1985,0
ZAF,AGO,1986,0
ZAF,AGO,1987,1
ZAF,AGO,1988,1
IND,PAK,1971,1
PAK,IND,1971,1
POL,TAW,1954,0
TAW,POL,1954,0
RUS,TAW,1954,0
TAW,RUS,1954,0
PRT,IDN,1975,0
PRT,IDN,1976,0
IDN,PRT,1975,0
IDN,PRT,1976,0
CHN,RVN,1956,0
RVN,CHN,1956,0
TAW,PHL,1956,0
PHL,TAW,1956,0
IND,NPL,1968,0
NPL,IND,1968,0
IND,NPL,1965,0
NPL,IND,1965,0
CHN,IND,1962,0
IND,CHN,1962,0
IND,NPL,1962,0
NPL,IND,1962,0
IND,BNG,1976,0
BNG,IND,1976,0
USA,PRK,1975,0
PRK,USA,1975,0
PRK,KOR,1975,0
KOR,PRK,1975,0
GMY,SWD,1918,0
SWD,GMY,1918,0
RUS,ISR,1970,0
ISR,RUS,1970,0
EGY,ISR,1967,0
EGY,ISR,1968,0
EGY,ISR,1969,1
EGY,ISR,1970,1
ISR,EGY,1967,0
ISR,EGY,1968,0
ISR,EGY,1969,1
ISR,EGY,1970,1
GFR,ISL,1974,0
ISL,GFR,1974,0
ECU,SPN,1866,0
SPN,ECU,1866,0
PER,SPN,1865,0
PER,SPN,1866,1
SPN,PER,1865,0
SPN,PER,1866,1
BOL,SPN,1866,0
SPN,BOL,1866,0
CHL,SPN,1865,1
CHL,SPN,1866,1
SPN,CHL,1865,1
SPN,CHL,1866,1
CHN,JPN,1884,0
CHN,JPN,1885,0
JPN,CHN,1884,0
JPN,CHN,1885,0
USA,JPN,1885,0
JPN,USA,1885,0
UKG,JPN,1885,0
JPN,UKG,1885,0
CHN,JPN,1885,0
JPN,CHN,1885,0
CHN,JPN,1874,0
JPN,CHN,1874,0
CHN,JPN,1894,1
CHN,JPN,1895,1
JPN,CHN,1894,1
JPN,CHN,1895,1
KOR,JPN,1894,0
JPN,KOR,1894,0
VEN,NTH,1849,0
NTH,VEN,1849,0
VEN,NTH,1854,0
VEN,NTH,1855,0
NTH,VEN,1854,0
NTH,VEN,1855,0
VEN,NTH,1856,0
NTH,VEN,1856,0
VEN,NTH,1869,0
NTH,VEN,1869,0
PER,SPN,1846,0
PER,SPN,1847,0
SPN,PER,1846,0
SPN,PER,1847,0
CHL,SPN,1846,0
CHL,SPN,1847,0
SPN,CHL,1846,0
SPN,CHL,1847,0
BOL,CHL,1857,0
BOL,CHL,1858,0
CHL,BOL,1857,0
CHL,BOL,1858,0
BOL,CHL,1861,0
CHL,BOL,1861,0
BOL,CHL,1863,0
CHL,BOL,1863,0
PER,CHL,1872,0
CHL,PER,1872,0
COL,PER,1852,0
PER,COL,1852,0
VEN,CHL,1852,0
CHL,VEN,1852,0
CHL,ARG,1843,0
CHL,ARG,1844,0
ARG,CHL,1843,0
ARG,CHL,1844,0
CHL,ARG,1873,0
ARG,CHL,1873,0
CHL,ARG,1878,0
ARG,CHL,1878,0
CHL,ARG,1879,0
ARG,CHL,1879,0
USA,CHL,1891,0
USA,CHL,1892,0
CHL,USA,1891,0
CHL,USA,1892,0
CHL,ARG,1897,0
CHL,ARG,1898,0
ARG,CHL,1897,0
ARG,CHL,1898,0
PER,CHL,1884,0
CHL,PER,1884,0
BOL,CHL,1884,0
CHL,BOL,1884,0
USA,CHL,1883,0
CHL,USA,1883,0
CHL,UKG,1883,0
UKG,CHL,1883,0
CHL,FRN,1883,0
FRN,CHL,1883,0
CHL,ITA,1883,0
ITA,CHL,1883,0
PER,CHL,1879,1
PER,CHL,1880,1
PER,CHL,1881,1
PER,CHL,1882,1
PER,CHL,1883,1
CHL,PER,1879,1
CHL,PER,1880,1
CHL,PER,1881,1
CHL,PER,1882,1
CHL,PER,1883,1
BOL,CHL,1878,0
BOL,CHL,1879,1
BOL,CHL,1880,1
CHL,BOL,1878,0
CHL,BOL,1879,1
CHL,BOL,1880,1
COL,ECU,1863,1
ECU,COL,1863,1
COL,ECU,1862,0
ECU,COL,1862,0
COL,ECU,1857,0
ECU,COL,1857,0
USA,COL,1856,0
COL,USA,1856,0
COL,PER,1852,0
PER,COL,1852,0
PER,CHL,1852,0
CHL,PER,1852,0
USA,COL,1834,0
COL,USA,1834,0
BRA,ARG,1874,0
ARG,BRA,1874,0
BRA,ARG,1872,0
ARG,BRA,1872,0
BRA,ARG,1851,1
BRA,ARG,1852,1
ARG,BRA,1851,1
ARG,BRA,1852,1
USA,HTI,1891,0
HTI,USA,1891,0
USA,HTI,1888,0
HTI,USA,1888,0
USA,HTI,1882,0
HTI,USA,1882,0
USA,HTI,1869,0
HTI,USA,1869,0
GTM,SAL,1876,1
SAL,GTM,1876,1
GTM,SAL,1890,0
SAL,GTM,1890,0
USA,GTM,1885,0
GTM,USA,1885,0
MEX,GTM,1885,0
GTM,MEX,1885,0
GTM,SAL,1885,1
SAL,GTM,1885,1
SPN,PRT,1840,0
SPN,PRT,1841,0
PRT,SPN,1840,0
PRT,SPN,1841,0
USA,MEX,1893,0
MEX,USA,1893,0
USA,MEX,1886,0
MEX,USA,1886,0
USA,MEX,1880,0
MEX,USA,1880,0
USA,MEX,1876,0
USA,MEX,1877,0
USA,MEX,1878,0
MEX,USA,1876,0
MEX,USA,1877,0
MEX,USA,1878,0
USA,MEX,1875,0
MEX,USA,1875,0
USA,MEX,1873,0
MEX,USA,1873,0
USA,MEX,1859,0
USA,MEX,1860,0
MEX,USA,1859,0
MEX,USA,1860,0
USA,MEX,1860,0
MEX,USA,1860,0
USA,MEX,1855,0
MEX,USA,1855,0
USA,MEX,1850,0
USA,MEX,1851,0
MEX,USA,1850,0
MEX,USA,1851,0
USA,MEX,1843,0
USA,MEX,1844,0
USA,MEX,1845,0
USA,MEX,1846,1
USA,MEX,1847,1
USA,MEX,1848,0
MEX,USA,1843,0
MEX,USA,1844,0
MEX,USA,1845,0
MEX,USA,1846,1
MEX,USA,1847,1
MEX,USA,1848,0
USA,MEX,1838,0
MEX,USA,1838,0
USA,MEX,1836,0
USA,MEX,1837,0
MEX,USA,1836,0
MEX,USA,1837,0
USA,MEX,1836,0
MEX,USA,1836,0
USA,MEX,1839,0
MEX,USA,1839,0
USA,SPN,1898,1
SPN,USA,1898,1
PER,SPN,1864,0
PER,SPN,1865,0
SPN,PER,1864,0
SPN,PER,1865,0
CHL,SPN,1864,0
SPN,CHL,1864,0
USA,SPN,1855,0
SPN,USA,1855,0
USA,SPN,1854,0
SPN,USA,1854,0
USA,SPN,1850,0
SPN,USA,1850,0
USA,SPN,1818,0
SPN,USA,1818,0
GRC,TUR,1896,0
GRC,TUR,1897,1
TUR,GRC,1896,0
TUR,GRC,1897,1
GRC,TUR,1882,0
TUR,GRC,1882,0
GRC,TUR,1878,0
TUR,GRC,1878,0
GRC,TUR,1877,0
TUR,GRC,1877,0
GRC,TUR,1868,0
GRC,TUR,1869,0
TUR,GRC,1868,0
TUR,GRC,1869,0
GRC,TUR,1866,0
TUR,GRC,1866,0
GRC,TUR,1829,0
TUR,GRC,1829,0
SPN,MAR,1859,1
SPN,MAR,1860,1
MAR,SPN,1859,1
MAR,SPN,1860,1
SPN,MAR,1893,0
SPN,MAR,1894,0
MAR,SPN,1893,0
MAR,SPN,1894,0
PRY,ARG,1846,0
ARG,PRY,1846,0
BRA,PRY,1850,0
PRY,BRA,1850,0
BRA,PRY,1855,0
PRY,BRA,1855,0
BRA,PRY,1862,0
PRY,BRA,1862,0
BRA,PRY,1863,0
BRA,PRY,1864,1
BRA,PRY,1865,1
BRA,PRY,1866,1
BRA,PRY,1867,1
BRA,PRY,1868,1
BRA,PRY,1869,1
BRA,PRY,1870,1
PRY,BRA,1863,0
PRY,BRA,1864,1
PRY,BRA,1865,1
PRY,BRA,1866,1
PRY,BRA,1867,1
PRY,BRA,1868,1
PRY,BRA,1869,1
PRY,BRA,1870,1
PRY,ARG,1865,1
PRY,ARG,1866,1
PRY,ARG,1867,1
PRY,ARG,1868,1
PRY,ARG,1869,1
PRY,ARG,1870,1
ARG,PRY,1865,1
ARG,PRY,1866,1
ARG,PRY,1867,1
ARG,PRY,1868,1
ARG,PRY,1869,1
ARG,PRY,1870,1
ECU,PER,1858,0
ECU,PER,1859,0
ECU,PER,1860,0
PER,ECU,1858,0
PER,ECU,1859,0
PER,ECU,1860,0
PER,SPN,1859,0
SPN,PER,1859,0
PER,SPN,1862,0
PER,SPN,1863,0
SPN,PER,1862,0
SPN,PER,1863,0
CHL,SPN,1862,0
CHL,SPN,1863,0
SPN,CHL,1862,0
SPN,CHL,1863,0
ECU,PER,1893,0
ECU,PER,1894,0
PER,ECU,1893,0
PER,ECU,1894,0
COL,PER,1899,0
PER,COL,1899,0
COL,PER,1912,0
PER,COL,1912,0
USA,HTI,1889,0
HTI,USA,1889,0
BOL,ARG,1866,0
ARG,BOL,1866,0
BOL,PRY,1887,0
BOL,PRY,1888,0
PRY,BOL,1887,0
PRY,BOL,1888,0
SYR,LBN,1949,0
LBN,SYR,1949,0
THI,CAM,1970,0
CAM,THI,1970,0
CHL,ARG,1965,0
ARG,CHL,1965,0
CHL,ARG,1967,0
CHL,ARG,1968,0
ARG,CHL,1967,0
ARG,CHL,1968,0
THI,CAM,1968,0
CAM,THI,1968,0
IRQ,SAU,1973,0
SAU,IRQ,1973,0
IRQ,KWT,1972,0
IRQ,KWT,1973,0
KWT,IRQ,1972,0
KWT,IRQ,1973,0
IRQ,KWT,1975,0
KWT,IRQ,1975,0
NIC,HUN,1941,0
HUN,NIC,1941,0
NIC,BGR,1941,0
BGR,NIC,1941,0
NIC,ROU,1941,0
ROU,NIC,1941,0
BRA,UKG,1826,0
UKG,BRA,1826,0
COL,UKG,1836,0
COL,UKG,1837,0
UKG,COL,1836,0
UKG,COL,1837,0
BRA,UKG,1845,0
BRA,UKG,1846,0
UKG,BRA,1845,0
UKG,BRA,1846,0
BRA,UKG,1849,0
BRA,UKG,1850,0
BRA,UKG,1851,0
BRA,UKG,1852,0
UKG,BRA,1849,0
UKG,BRA,1850,0
UKG,BRA,1851,0
UKG,BRA,1852,0
VEN,UKG,1858,0
UKG,VEN,1858,0
VEN,FRN,1858,0
FRN,VEN,1858,0
PRY,UKG,1859,0
UKG,PRY,1859,0
VEN,UKG,1859,0
UKG,VEN,1859,0
USA,UKG,1860,0
UKG,USA,1860,0
USA,FRN,1860,0
FRN,USA,1860,0
USA,SPN,1860,0
SPN,USA,1860,0
HTI,GMY,1872,0
GMY,HTI,1872,0
CHL,ARG,1876,0
ARG,CHL,1876,0
AUH,ITA,1877,0
ITA,AUH,1877,0
USA,UKG,1881,0
UKG,USA,1881,0
VEN,UKG,1881,0
UKG,VEN,1881,0
VEN,UKG,1886,0
VEN,UKG,1887,0
UKG,VEN,1886,0
UKG,VEN,1887,0
UKG,ITA,1890,0
UKG,ITA,1891,0
ITA,UKG,1890,0
ITA,UKG,1891,0
CHL,UKG,1891,0
UKG,CHL,1891,0
CHL,FRN,1891,0
FRN,CHL,1891,0
USA,FRN,1895,0
FRN,USA,1895,0
DOM,FRN,1895,0
FRN,DOM,1895,0
BRA,UKG,1895,0
UKG,BRA,1895,0
BRA,FRN,1895,0
FRN,BRA,1895,0
BRA,FRN,1896,0
FRN,BRA,1896,0
HTI,GMY,1896,0
GMY,HTI,1896,0
UKG,PRT,1897,0
PRT,UKG,1897,0
USA,CHN,1905,0
USA,CHN,1906,0
CHN,USA,1905,0
CHN,USA,1906,0
USA,MEX,1911,0
USA,MEX,1912,0
MEX,USA,1911,0
MEX,USA,1912,0
UKG,NTH,1914,0
NTH,UKG,1914,0
GMY,NOR,1915,0
GMY,NOR,1916,0
GMY,NOR,1917,0
GMY,NOR,1918,0
NOR,GMY,1915,0
NOR,GMY,1916,0
NOR,GMY,1917,0
NOR,GMY,1918,0
USA,SWD,1917,0
SWD,USA,1917,0
UKG,SWD,1917,0
SWD,UKG,1917,0
NTH,GMY,1914,0
NTH,GMY,1915,0
NTH,GMY,1916,0
NTH,GMY,1917,0
NTH,GMY,1918,0
GMY,NTH,1914,0
GMY,NTH,1915,0
GMY,NTH,1916,0
GMY,NTH,1917,0
GMY,NTH,1918,0
USA,CUB,1921,0
CUB,USA,1921,0
USA,SAL,1921,0
SAL,USA,1921,0
RUS,CHN,1922,0
RUS,CHN,1923,0
CHN,RUS,1922,0
CHN,RUS,1923,0
ITA,ETH,1923,0
ETH,ITA,1923,0
FRN,ITA,1925,0
FRN,ITA,1926,0
ITA,FRN,1925,0
ITA,FRN,1926,0
FRN,ITA,1926,0
FRN,ITA,1927,0
ITA,FRN,1926,0
ITA,FRN,1927,0
UKG,ITA,1927,0
ITA,UKG,1927,0
FRN,ITA,1927,0
ITA,FRN,1927,0
SPN,ITA,1927,0
ITA,SPN,1927,0
AUT,ITA,1926,0
ITA,AUT,1926,0
RUS,CHN,1927,0
CHN,RUS,1927,0
USA,CUB,1933,0
USA,CUB,1934,0
CUB,USA,1933,0
CUB,USA,1934,0
HTI,UKG,1883,0
HTI,UKG,1884,0
UKG,HTI,1883,0
UKG,HTI,1884,0
GMY,ITA,1939,0
GMY,ITA,1940,0
ITA,GMY,1939,0
ITA,GMY,1940,0
POL,EST,1939,0
EST,POL,1939,0
SWZ,GMY,1939,0
GMY,SWZ,1939,0
ARG,GMY,1942,0
GMY,ARG,1942,0
CHN,THI,1942,1
THI,CHN,1942,1
UKG,THI,1942,1
UKG,THI,1943,0
UKG,THI,1944,0
UKG,THI,1945,0
THI,UKG,1942,1
THI,UKG,1943,0
THI,UKG,1944,0
THI,UKG,1945,0
USA,THI,1942,0
THI,USA,1942,0
USA,THI,1942,0
USA,THI,1943,0
USA,THI,1944,0
USA,THI,1945,0
THI,USA,1942,0
THI,USA,1943,0
THI,USA,1944,0
THI,USA,1945,0
THI,NEW,1942,0
NEW,THI,1942,0
THI,AUS,1942,0
AUS,THI,1942,0
GMY,HUN,1944,0
HUN,GMY,1944,0
RUS,SWD,1952,0
SWD,RUS,1952,0
USA,ECU,1952,0
ECU,USA,1952,0
HUN,YUG,1952,0
YUG,HUN,1952,0
YUG,BGR,1952,0
BGR,YUG,1952,0
YUG,ROU,1952,0
ROU,YUG,1952,0
YUG,RUS,1952,0
RUS,YUG,1952,0
FRN,TUN,1957,0
FRN,TUN,1958,0
TUN,FRN,1957,0
TUN,FRN,1958,0
CHN,IND,1958,0
IND,CHN,1958,0
CHN,MMR,1959,0
MMR,CHN,1959,0
RUS,KOR,1959,0
KOR,RUS,1959,0
CHN,KOR,1960,0
KOR,CHN,1960,0
FRN,TUN,1960,0
TUN,FRN,1960,0
NTH,CHN,1966,0
