iso3_a,iso3_b,year,war
USA,RUS,1953,0
RUS,USA,1953,0
UKG,CZE,1953,0
CZE,UKG,1953,0
UKG,RUS,1953,0
RUS,UKG,1953,0
SPN,PRT,1936,0
SPN,PRT,1937,0
SPN,PRT,1938,0
SPN,PRT,1939,0
PRT,SPN,1936,0
PRT,SPN,1937,0
PRT,SPN,1938,0
PRT,SPN,1939,0
SPN,GMY,1936,0
SPN,GMY,1937,0
SPN,GMY,1938,0
SPN,GMY,1939,0
GMY,SPN,1936,0
GMY,SPN,1937,0
GMY,SPN,1938,0
GMY,SPN,1939,0
SPN,ITA,1936,0
SPN,ITA,1937,0
SPN,ITA,1938,0
SPN,ITA,1939,0
ITA,SPN,1936,0
ITA,SPN,1937,0
ITA,SPN,1938,0
ITA,SPN,1939,0
BEL,GMY,1920,0
GMY,BEL,1920,0
FRN,GMY,1920,0
GMY,FRN,1920,0
UKG,FRN,1888,0
FRN,UKG,1888,0
FRN,AUH,1888,0
AUH,FRN,1888,0
FRN,ITA,1888,0
ITA,FRN,1888,0
USA,CHN,1870,0
CHN,USA,1870,0
FRN,CHN,1870,0
CHN,FRN,1870,0
ITA,CHN,1870,0
CHN,ITA,1870,0
UKG,JPN,1865,0
JPN,UKG,1865,0
NTH,JPN,1865,0
JPN,NTH,1865,0
FRN,JPN,1865,0
JPN,FRN,1865,0
USA,UKG,1861,0
UKG,USA,1861,0
UKG,RUS,1861,0
RUS,UKG,1861,0
RUS,JPN,1861,0
JPN,RUS,1861,0
FRN,TUR,1881,0
TUR,FRN,1881,0
ITA,TUR,1919,0
ITA,TUR,1920,0
ITA,TUR,1921,0
TUR,ITA,1919,0
TUR,ITA,1920,0
TUR,ITA,1921,0
AUH,TUS,1849,0
TUS,AUH,1849,0
UKG,FRN,1940,0
UKG,FRN,1941,0
FRN,UKG,1940,0
FRN,UKG,1941,0
UKG,RUS,1849,0
RUS,UKG,1849,0
FRN,RUS,1849,0
RUS,FRN,1849,0
RUS,TUR,1849,0
TUR,RUS,1849,0
UKG,GMY,1899,0
UKG,GMY,1900,0
GMY,UKG,1899,0
GMY,UKG,1900,0
GTM,UKG,1913,0
UKG,GTM,1913,0
UKG,RUS,1923,0
RUS,UKG,1923,0
UKG,RUS,1904,0
RUS,UKG,1904,0
USA,CUB,1960,0
USA,CUB,1961,0
CUB,USA,1960,0
CUB,USA,1961,0
USA,RUS,1960,0
USA,RUS,1961,0
RUS,USA,1960,0
RUS,USA,1961,0
USA,DOM,1905,0
DOM,USA,1905,0
USA,JPN,1932,0
JPN,USA,1932,0
UKG,JPN,1932,0
JPN,UKG,1932,0
USA,NIC,1910,0
NIC,USA,1910,0
USA,RUS,1946,0
RUS,USA,1946,0
RUS,TUR,1945,0
RUS,TUR,1946,0
TUR,RUS,1945,0
TUR,RUS,1946,0
USA,RUS,1960,0
RUS,USA,1960,0
RUS,NOR,1960,0
NOR,RUS,1960,0
RUS,TUR,1960,0
TUR,RUS,1960,0
RUS,JPN,1960,0
JPN,RUS,1960,0
RUS,PAK,1960,0
PAK,RUS,1960,0
USA,UKG,1902,0
USA,UKG,1903,0
UKG,USA,1902,0
UKG,USA,1903,0
USA,GMY,1902,0
USA,GMY,1903,0
GMY,USA,1902,0
GMY,USA,1903,0
USA,ITA,1902,0
USA,ITA,1903,0
ITA,USA,1902,0
ITA,USA,1903,0
VEN,UKG,1902,0
VEN,UKG,1903,0
UKG,VEN,1902,0
UKG,VEN,1903,0
VEN,GMY,1902,0
VEN,GMY,1903,0
GMY,VEN,1902,0
GMY,VEN,1903,0
VEN,ITA,1902,0
VEN,ITA,1903,0
ITA,VEN,1902,0
ITA,VEN,1903,0
USA,SPN,1873,0
SPN,USA,1873,0
UKG,SPN,1873,0
SPN,UKG,1873,0
UKG,AUH,1914,0
UKG,AUH,1915,1
UKG,AUH,1916,1
UKG,AUH,1917,1
UKG,AUH,1918,1
AUH,UKG,1914,0
AUH,UKG,1915,1
AUH,UKG,1916,1
AUH,UKG,1917,1
AUH,UKG,1918,1
FRN,AUH,1914,0
FRN,AUH,1915,1
FRN,AUH,1916,1
FRN,AUH,1917,1
FRN,AUH,1918,1
AUH,FRN,1914,0
AUH,FRN,1915,1
AUH,FRN,1916,1
AUH,FRN,1917,1
AUH,FRN,1918,1
USA,AUH,1918,1
AUH,USA,1918,1
AUH,RUS,1914,1
AUH,RUS,1915,1
AUH,RUS,1916,1
AUH,RUS,1917,1
AUH,RUS,1918,1
RUS,AUH,1914,1
RUS,AUH,1915,1
RUS,AUH,1916,1
RUS,AUH,1917,1
RUS,AUH,1918,1
AUH,ROU,1916,1
AUH,ROU,1917,1
ROU,AUH,1916,1
ROU,AUH,1917,1
GMY,ROU,1916,1
GMY,ROU,1917,1
ROU,GMY,1916,1
ROU,GMY,1917,1
AUH,GRC,1917,1
AUH,GRC,1918,1
GRC,AUH,1917,1
GRC,AUH,1918,1
GMY,GRC,1917,1
GMY,GRC,1918,1
GRC,GMY,1917,1
GRC,GMY,1918,1
AUH,YUG,1914,1
AUH,YUG,1915,1
AUH,YUG,1916,1
AUH,YUG,1917,1
AUH,YUG,1918,1
YUG,AUH,1914,1
YUG,AUH,1915,1
YUG,AUH,1916,1
YUG,AUH,1917,1
YUG,AUH,1918,1
AUH,ITA,1915,1
AUH,ITA,1916,1
AUH,ITA,1917,1
AUH,ITA,1918,1
ITA,AUH,1915,1
ITA,AUH,1916,1
ITA,AUH,1917,1
ITA,AUH,1918,1
BEL,GMY,1914,1
BEL,GMY,1915,1
BEL,GMY,1916,1
BEL,GMY,1917,1
BEL,GMY,1918,1
GMY,BEL,1914,1
GMY,BEL,1915,1
GMY,BEL,1916,1
GMY,BEL,1917,1
GMY,BEL,1918,1
USA,GMY,1916,0
USA,GMY,1917,1
USA,GMY,1918,1
GMY,USA,1916,0
GMY,USA,1917,1
GMY,USA,1918,1
UKG,GMY,1914,1
UKG,GMY,1915,1
UKG,GMY,1916,1
UKG,GMY,1917,1
UKG,GMY,1918,1
GMY,UKG,1914,1
GMY,UKG,1915,1
GMY,UKG,1916,1
GMY,UKG,1917,1
GMY,UKG,1918,1
UKG,TUR,1914,1
UKG,TUR,1915,1
UKG,TUR,1916,1
UKG,TUR,1917,1
UKG,TUR,1918,1
TUR,UKG,1914,1
TUR,UKG,1915,1
TUR,UKG,1916,1
TUR,UKG,1917,1
TUR,UKG,1918,1
FRN,TUR,1914,0
FRN,TUR,1915,1
FRN,TUR,1916,1
FRN,TUR,1917,1
FRN,TUR,1918,1
TUR,FRN,1914,0
TUR,FRN,1915,1
TUR,FRN,1916,1
TUR,FRN,1917,1
TUR,FRN,1918,1
FRN,GMY,1914,1
FRN,GMY,1915,1
FRN,GMY,1916,1
FRN,GMY,1917,1
FRN,GMY,1918,1
GMY,FRN,1914,1
GMY,FRN,1915,1
GMY,FRN,1916,1
GMY,FRN,1917,1
GMY,FRN,1918,1
GMY,RUS,1914,1
GMY,RUS,1915,1
GMY,RUS,1916,1
GMY,RUS,1917,1
GMY,RUS,1918,1
RUS,GMY,1914,1
RUS,GMY,1915,1
RUS,GMY,1916,1
RUS,GMY,1917,1
RUS,GMY,1918,1
GMY,YUG,1915,1
GMY,YUG,1916,1
GMY,YUG,1917,1
GMY,YUG,1918,1
YUG,GMY,1915,1
YUG,GMY,1916,1
YUG,GMY,1917,1
YUG,GMY,1918,1
RUS,TUR,1914,1
RUS,TUR,1915,1
RUS,TUR,1916,1
RUS,TUR,1917,1
RUS,TUR,1918,1
TUR,RUS,1914,1
TUR,RUS,1915,1
TUR,RUS,1916,1
TUR,RUS,1917,1
TUR,RUS,1918,1
YUG,BGR,1915,1
YUG,BGR,1916,1
YUG,BGR,1917,1
YUG,BGR,1918,1
BGR,YUG,1915,1
BGR,YUG,1916,1
BGR,YUG,1917,1
BGR,YUG,1918,1
YUG,TUR,1916,1
YUG,TUR,1917,1
YUG,TUR,1918,1
TUR,YUG,1916,1
TUR,YUG,1917,1
TUR,YUG,1918,1
UKG,BGR,1915,1
UKG,BGR,1916,1
UKG,BGR,1917,1
UKG,BGR,1918,1
BGR,UKG,1915,1
BGR,UKG,1916,1
BGR,UKG,1917,1
BGR,UKG,1918,1
FRN,BGR,1915,1
FRN,BGR,1916,1
FRN,BGR,1917,1
FRN,BGR,1918,1
BGR,FRN,1915,1
BGR,FRN,1916,1
BGR,FRN,1917,1
BGR,FRN,1918,1
ITA,BGR,1916,1
ITA,BGR,1917,1
ITA,BGR,1918,1
BGR,ITA,1916,1
BGR,ITA,1917,1
BGR,ITA,1918,1
BGR,RUS,1916,1
BGR,RUS,1917,1
RUS,BGR,1916,1
RUS,BGR,1917,1
ROU,TUR,1916,1
ROU,TUR,1917,1
TUR,ROU,1916,1
TUR,ROU,1917,1
GRC,TUR,1917,1
GRC,TUR,1918,1
TUR,GRC,1917,1
TUR,GRC,1918,1
ITA,TUR,1916,1
ITA,TUR,1917,1
ITA,TUR,1918,1
TUR,ITA,1916,1
TUR,ITA,1917,1
TUR,ITA,1918,1
PRT,GMY,1916,0
PRT,GMY,1917,1
PRT,GMY,1918,1
GMY,PRT,1916,0
GMY,PRT,1917,1
GMY,PRT,1918,1
GMY,ITA,1916,1
GMY,ITA,1917,1
GMY,ITA,1918,1
ITA,GMY,1916,1
ITA,GMY,1917,1
ITA,GMY,1918,1
GRC,BGR,1917,1
GRC,BGR,1918,1
BGR,GRC,1917,1
BGR,GRC,1918,1
BGR,ROU,1915,0
BGR,ROU,1916,1
BGR,ROU,1917,1
ROU,BGR,1915,0
ROU,BGR,1916,1
ROU,BGR,1917,1
USA,AUH,1915,0
AUH,USA,1915,0
USA,AUH,1917,0
AUH,USA,1917,0
USA,AUH,1917,0
AUH,USA,1917,0
AUH,ROU,1914,0
ROU,AUH,1914,0
AUH,ITA,1914,0
ITA,AUH,1914,0
ITA,BGR,1915,0
BGR,ITA,1915,0
BGR,RUS,1915,0
RUS,BGR,1915,0
ITA,TUR,1914,0
ITA,TUR,1915,0
TUR,ITA,1914,0
TUR,ITA,1915,0
GMY,YUG,1914,0
YUG,GMY,1914,0
YUG,TUR,1914,0
TUR,YUG,1914,0
BEL,AUH,1914,0
AUH,BEL,1914,0
AUH,JPN,1914,0
AUH,JPN,1915,0
JPN,AUH,1914,0
JPN,AUH,1915,0
PRT,AUH,1916,0
AUH,PRT,1916,0
GMY,JPN,1914,0
GMY,JPN,1915,0
JPN,GMY,1914,0
JPN,GMY,1915,0
BGR,ROU,1914,0
ROU,BGR,1914,0
ITA,NEW,1940,1
ITA,NEW,1941,1
ITA,NEW,1942,1
ITA,NEW,1943,1
NEW,ITA,1940,1
NEW,ITA,1941,1
NEW,ITA,1942,1
NEW,ITA,1943,1
ITA,AUS,1940,1
ITA,AUS,1941,1
ITA,AUS,1942,1
ITA,AUS,1943,1
AUS,ITA,1940,1
AUS,ITA,1941,1
AUS,ITA,1942,1
AUS,ITA,1943,1
HUN,YUG,1941,1
YUG,HUN,1941,1
FRN,ITA,1940,1
ITA,FRN,1940,1
SPN,RUS,1941,1
SPN,RUS,1942,1
SPN,RUS,1943,1
SPN,RUS,1944,1
RUS,SPN,1941,1
RUS,SPN,1942,1
RUS,SPN,1943,1
RUS,SPN,1944,1
CAN,ITA,1943,1
ITA,CAN,1943,1
ITA,ZAF,1940,1
ITA,ZAF,1941,1
ITA,ZAF,1942,1
ITA,ZAF,1943,1
ZAF,ITA,1940,1
ZAF,ITA,1941,1
ZAF,ITA,1942,1
ZAF,ITA,1943,1
RUS,JPN,1945,1
JPN,RUS,1945,1
MNG,JPN,1945,1
JPN,MNG,1945,1
BRA,GMY,1944,1
BRA,GMY,1945,1
GMY,BRA,1944,1
GMY,BRA,1945,1
RUS,FIN,1941,1
RUS,FIN,1942,1
RUS,FIN,1943,1
RUS,FIN,1944,1
FIN,RUS,1941,1
FIN,RUS,1942,1
FIN,RUS,1943,1
FIN,RUS,1944,1
USA,JPN,1941,1
USA,JPN,1942,1
USA,JPN,1943,1
USA,JPN,1944,1
USA,JPN,1945,1
JPN,USA,1941,1
JPN,USA,1942,1
JPN,USA,1943,1
JPN,USA,1944,1
JPN,USA,1945,1
CAN,JPN,1941,1
CAN,JPN,1942,1
CAN,JPN,1943,1
CAN,JPN,1944,1
CAN,JPN,1945,1
JPN,CAN,1941,1
JPN,CAN,1942,1
JPN,CAN,1943,1
JPN,CAN,1944,1
JPN,CAN,1945,1
GMY,RUS,1941,1
GMY,RUS,1942,1
GMY,RUS,1943,1
GMY,RUS,1944,1
GMY,RUS,1945,1
RUS,GMY,1941,1
RUS,GMY,1942,1
RUS,GMY,1943,1
RUS,GMY,1944,1
RUS,GMY,1945,1
ZAF,JPN,1941,1
ZAF,JPN,1942,1
ZAF,JPN,1943,1
ZAF,JPN,1944,1
ZAF,JPN,1945,1
JPN,ZAF,1941,1
JPN,ZAF,1942,1
JPN,ZAF,1943,1
JPN,ZAF,1944,1
JPN,ZAF,1945,1
USA,GMY,1941,0
USA,GMY,1942,0
USA,GMY,1943,1
USA,GMY,1944,1
USA,GMY,1945,1
GMY,USA,1941,0
GMY,USA,1942,0
GMY,USA,1943,1
GMY,USA,1944,1
GMY,USA,1945,1
USA,ITA,1941,0
USA,ITA,1942,0
USA,ITA,1943,1
ITA,USA,1941,0
ITA,USA,1942,0
ITA,USA,1943,1
UKG,JPN,1941,1
UKG,JPN,1942,1
UKG,JPN,1943,1
UKG,JPN,1944,1
UKG,JPN,1945,1
JPN,UKG,1941,1
JPN,UKG,1942,1
JPN,UKG,1943,1
JPN,UKG,1944,1
JPN,UKG,1945,1
GMY,POL,1939,1
POL,GMY,1939,1
BEL,GMY,1940,1
GMY,BEL,1940,1
BRA,JPN,1945,0
JPN,BRA,1945,0
UKG,ITA,1940,1
UKG,ITA,1941,1
UKG,ITA,1942,1
UKG,ITA,1943,1
ITA,UKG,1940,1
ITA,UKG,1941,1
ITA,UKG,1942,1
ITA,UKG,1943,1
JPN,NEW,1941,0
JPN,NEW,1942,1
JPN,NEW,1943,1
JPN,NEW,1944,1
JPN,NEW,1945,1
NEW,JPN,1941,0
NEW,JPN,1942,1
NEW,JPN,1943,1
NEW,JPN,1944,1
NEW,JPN,1945,1
GMY,GRC,1941,1
GRC,GMY,1941,1
JPN,AUT,1941,0
JPN,AUT,1942,1
JPN,AUT,1943,1
JPN,AUT,1944,1
JPN,AUT,1945,1
AUT,JPN,1941,0
AUT,JPN,1942,1
AUT,JPN,1943,1
AUT,JPN,1944,1
AUT,JPN,1945,1
GMY,ZAF,1939,0
GMY,ZAF,1940,0
GMY,ZAF,1941,1
GMY,ZAF,1942,1
GMY,ZAF,1943,1
GMY,ZAF,1944,1
GMY,ZAF,1945,1
ZAF,GMY,1939,0
ZAF,GMY,1940,0
ZAF,GMY,1941,1
ZAF,GMY,1942,1
ZAF,GMY,1943,1
ZAF,GMY,1944,1
ZAF,GMY,1945,1
UKG,GMY,1939,0
UKG,GMY,1940,1
UKG,GMY,1941,1
UKG,GMY,1942,1
UKG,GMY,1943,1
UKG,GMY,1944,1
UKG,GMY,1945,1
GMY,UKG,1939,0
GMY,UKG,1940,1
GMY,UKG,1941,1
GMY,UKG,1942,1
GMY,UKG,1943,1
GMY,UKG,1944,1
GMY,UKG,1945,1
ROU,RUS,1941,1
ROU,RUS,1942,1
ROU,RUS,1943,1
ROU,RUS,1944,1
RUS,ROU,1941,1
RUS,ROU,1942,1
RUS,ROU,1943,1
RUS,ROU,1944,1
HUN,RUS,1941,1
HUN,RUS,1942,1
HUN,RUS,1943,1
HUN,RUS,1944,1
HUN,RUS,1945,1
RUS,HUN,1941,1
RUS,HUN,1942,1
RUS,HUN,1943,1
RUS,HUN,1944,1
RUS,HUN,1945,1
GMY,NOR,1940,1
NOR,GMY,1940,1
FRN,GMY,1939,0
FRN,GMY,1940,1
GMY,FRN,1939,0
GMY,FRN,1940,1
NTH,GMY,1940,1
GMY,NTH,1940,1
GMY,NEW,1939,0
GMY,NEW,1940,0
GMY,NEW,1941,1
GMY,NEW,1942,1
GMY,NEW,1943,1
GMY,NEW,1944,1
GMY,NEW,1945,1
NEW,GMY,1939,0
NEW,GMY,1940,0
NEW,GMY,1941,1
NEW,GMY,1942,1
NEW,GMY,1943,1
NEW,GMY,1944,1
NEW,GMY,1945,1
GMY,AUS,1939,0
GMY,AUS,1940,0
GMY,AUS,1941,1
GMY,AUS,1942,1
GMY,AUS,1943,1
GMY,AUS,1944,1
GMY,AUS,1945,1
AUS,GMY,1939,0
AUS,GMY,1940,0
AUS,GMY,1941,1
AUS,GMY,1942,1
AUS,GMY,1943,1
AUS,GMY,1944,1
AUS,GMY,1945,1
ITA,GRC,1940,1
ITA,GRC,1941,1
GRC,ITA,1940,1
GRC,ITA,1941,1
ITA,YUG,1941,1
YUG,ITA,1941,1
GMY,YUG,1941,1
YUG,GMY,1941,1
MEX,JPN,1945,0
JPN,MEX,1945,0
BRA,ITA,1942,0
ITA,BRA,1942,0
BRA,GMY,1942,0
GMY,BRA,1942,0
JPN,NEW,1940,0
JPN,NEW,1941,0
NEW,JPN,1940,0
NEW,JPN,1941,0
HUN,NEW,1941,0
NEW,HUN,1941,0
FIN,NEW,1941,0
NEW,FIN,1941,0
BGR,NEW,1941,0
NEW,BGR,1941,0
BGR,AUS,1942,0
AUS,BGR,1942,0
FIN,AUS,1941,0
AUS,FIN,1941,0
HUN,AUS,1941,0
AUS,HUN,1941,0
UKG,BGR,1943,0
UKG,BGR,1944,0
BGR,UKG,1943,0
BGR,UKG,1944,0
GMY,DNK,1940,0
DNK,GMY,1940,0
USA,ROU,1943,0
ROU,USA,1943,0
USA,ROU,1944,0
ROU,USA,1944,0
UKG,ROU,1944,0
ROU,UKG,1944,0
CAN,ITA,1940,0
ITA,CAN,1940,0
CAN,FIN,1942,0
FIN,CAN,1942,0
CAN,ROU,1941,0
ROU,CAN,1941,0
CAN,HUN,1941,0
HUN,CAN,1941,0
BGR,ZAF,1941,0
ZAF,BGR,1941,0
USA,HUN,1941,0
USA,HUN,1942,0
HUN,USA,1941,0
HUN,USA,1942,0
USA,BGR,1941,0
USA,BGR,1942,0
BGR,USA,1941,0
BGR,USA,1942,0
USA,ROU,1941,0
USA,ROU,1942,0
ROU,USA,1941,0
ROU,USA,1942,0
UKG,BGR,1941,0
BGR,UKG,1941,0
UKG,ROU,1941,0
ROU,UKG,1941,0
UKG,FIN,1941,0
FIN,UKG,1941,0
UKG,HUN,1941,0
HUN,UKG,1941,0
ROU,NEW,1941,0
NEW,ROU,1941,0
ROU,AUT,1941,0
AUT,ROU,1941,0
BEL,GMY,1939,0
GMY,BEL,1939,0
CAN,GMY,1939,0
CAN,GMY,1940,0
GMY,CAN,1939,0
GMY,CAN,1940,0
CAN,GMY,1942,1
GMY,CAN,1942,1
CAN,GMY,1943,1
CAN,GMY,1944,1
CAN,GMY,1945,1
GMY,CAN,1943,1
GMY,CAN,1944,1
GMY,CAN,1945,1
ITA,ETH,1941,1
ETH,ITA,1941,1
USA,BGR,1943,0
USA,BGR,1944,0
BGR,USA,1943,0
BGR,USA,1944,0
ITA,BGR,1942,0
BGR,ITA,1942,0
SAU,JPN,1945,0
JPN,SAU,1945,0
UKG,YAR,1956,0
UKG,YAR,1957,0
UKG,YAR,1958,0
YAR,UKG,1956,0
YAR,UKG,1957,0
YAR,UKG,1958,0
CHN,JPN,1914,0
CHN,JPN,1915,0
JPN,CHN,1914,0
JPN,CHN,1915,0
HAN,GMY,1866,1
GMY,HAN,1866,1
HAN,MEC,1866,1
MEC,HAN,1866,1
HAN,ITA,1866,1
ITA,HAN,1866,1
BAV,GMY,1866,1
GMY,BAV,1866,1
BAV,MEC,1866,1
MEC,BAV,1866,1
BAV,ITA,1866,1
ITA,BAV,1866,1
GMY,BAD,1866,1
BAD,GMY,1866,1
GMY,SAX,1866,1
SAX,GMY,1866,1
GMY,WRT,1866,1
WRT,GMY,1866,1
GMY,HSE,1866,1
HSE,GMY,1866,1
GMY,HSG,1866,1
HSG,GMY,1866,1
GMY,AUH,1865,0
GMY,AUH,1866,1
AUH,GMY,1865,0
AUH,GMY,1866,1
BAD,MEC,1866,1
MEC,BAD,1866,1
BAD,ITA,1866,1
ITA,BAD,1866,1
SAX,MEC,1866,1
MEC,SAX,1866,1
SAX,ITA,1866,1
ITA,SAX,1866,1
WRT,MEC,1866,1
MEC,WRT,1866,1
WRT,ITA,1866,1
ITA,WRT,1866,1
HSE,MEC,1866,1
MEC,HSE,1866,1
HSE,ITA,1866,1
ITA,HSE,1866,1
HSG,MEC,1866,1
MEC,HSG,1866,1
HSG,ITA,1866,1
ITA,HSG,1866,1
MEC,AUH,1866,1
AUH,MEC,1866,1
AUH,ITA,1866,1
ITA,AUH,1866,1
USA,FRN,1835,0
FRN,USA,1835,0
AUH,RUS,1854,0
RUS,AUH,1854,0
FRN,ITA,1860,0
FRN,ITA,1861,0
ITA,FRN,1860,0
ITA,FRN,1861,0
UKG,RUS,1877,0
UKG,RUS,1878,0
RUS,UKG,1877,0
RUS,UKG,1878,0
UKG,CHN,1898,0
CHN,UKG,1898,0
VEN,FRN,1905,0
FRN,VEN,1905,0
ITA,TUR,1908,0
TUR,ITA,1908,0
ITA,TUR,1910,0
TUR,ITA,1910,0
UKG,IRN,1910,0
IRN,UKG,1910,0
AUH,ITA,1911,0
ITA,AUH,1911,0
UKG,GMY,1911,0
GMY,UKG,1911,0
FRN,GMY,1911,0
GMY,FRN,1911,0
FRN,ITA,1912,0
ITA,FRN,1912,0
BGR,RUS,1912,0
BGR,RUS,1913,0
RUS,BGR,1912,0
RUS,BGR,1913,0
RUS,TUR,1913,0
TUR,RUS,1913,0
GMY,ITA,1914,0
GMY,ITA,1915,0
ITA,GMY,1914,0
ITA,GMY,1915,0
AUH,ITA,1914,0
AUH,ITA,1915,0
ITA,AUH,1914,0
ITA,AUH,1915,0
ITA,TUR,1915,0
TUR,ITA,1915,0
USA,MEX,1916,0
USA,MEX,1917,0
MEX,USA,1916,0
MEX,USA,1917,0
USA,DOM,1916,0
USA,DOM,1917,0
DOM,USA,1916,0
DOM,USA,1917,0
UKG,GRC,1916,0
UKG,GRC,1917,0
GRC,UKG,1916,0
GRC,UKG,1917,0
FRN,GRC,1916,0
FRN,GRC,1917,0
GRC,FRN,1916,0
GRC,FRN,1917,0
GMY,GRC,1916,0
GMY,GRC,1917,0
GRC,GMY,1916,0
GRC,GMY,1917,0
GRC,BGR,1915,0
GRC,BGR,1916,0
GRC,BGR,1917,0
BGR,GRC,1915,0
BGR,GRC,1916,0
BGR,GRC,1917,0
GRC,TUR,1916,0
GRC,TUR,1917,0
TUR,GRC,1916,0
TUR,GRC,1917,0
UKG,TUR,1920,0
TUR,UKG,1920,0
FRN,TUR,1920,0
TUR,FRN,1920,0
ITA,TUR,1920,0
TUR,ITA,1920,0
UKG,TUR,1922,0
UKG,TUR,1923,0
TUR,UKG,1922,0
TUR,UKG,1923,0
FRN,TUR,1922,0
TUR,FRN,1922,0
ITA,TUR,1922,0
TUR,ITA,1922,0
ITA,RUS,1937,0
RUS,ITA,1937,0
UKG,JPN,1938,0
UKG,JPN,1939,0
UKG,JPN,1940,0
JPN,UKG,1938,0
JPN,UKG,1939,0
JPN,UKG,1940,0
FRN,JPN,1938,0
FRN,JPN,1939,0
FRN,JPN,1940,0
JPN,FRN,1938,0
JPN,FRN,1939,0
JPN,FRN,1940,0
USA,JPN,1940,0
USA,JPN,1941,0
JPN,USA,1940,0
JPN,USA,1941,0
RUS,CHN,1966,0
RUS,CHN,1967,0
RUS,CHN,1968,0
CHN,RUS,1966,0
CHN,RUS,1967,0
CHN,RUS,1968,0
USA,RUS,1967,0
RUS,USA,1967,0
RUS,ISR,1967,0
ISR,RUS,1967,0
GDR,CZE,1968,0
CZE,GDR,1968,0
POL,CZE,1968,0
CZE,POL,1968,0
HUN,CZE,1968,0
CZE,HUN,1968,0
CZE,BGR,1968,0
BGR,CZE,1968,0
CZE,RUS,1968,0
RUS,CZE,1968,0
USA,PRK,1968,0
PRK,USA,1968,0
RUS,CHN,1969,0
CHN,RUS,1969,0
USA,PER,1969,0
PER,USA,1969,0
CHN,MMR,1969,0
MMR,CHN,1969,0
USA,RUS,1973,0
RUS,USA,1973,0
RUS,ISR,1973,0
ISR,RUS,1973,0
UKG,ISL,1972,0
UKG,ISL,1973,0
ISL,UKG,1972,0
ISL,UKG,1973,0
CHN,RVN,1974,0
RVN,CHN,1974,0
USA,CAM,1975,0
CAM,USA,1975,0
CHN,IND,1975,0
IND,CHN,1975,0
GTM,UKG,1975,0
UKG,GTM,1975,0
FRN,SOM,1976,0
SOM,FRN,1976,0
USA,PRK,1976,0
PRK,USA,1976,0
PRK,KOR,1976,0
KOR,PRK,1976,0
ARG,UKG,1976,0
UKG,ARG,1976,0
RUS,CHN,1974,0
CHN,RUS,1974,0
RUS,JPN,1976,0
JPN,RUS,1976,0
FRN,SPN,1821,0
FRN,SPN,1822,0
SPN,FRN,1821,0
SPN,FRN,1822,0
FRN,TUR,1828,0
TUR,FRN,1828,0
UKG,NTH,1832,0
UKG,NTH,1833,0
NTH,UKG,1832,0
NTH,UKG,1833,0
UKG,GMY,1832,0
UKG,GMY,1833,0
GMY,UKG,1832,0
GMY,UKG,1833,0
NTH,BEL,1832,0
NTH,BEL,1833,0
BEL,NTH,1832,0
BEL,NTH,1833,0
NTH,FRN,1832,0
NTH,FRN,1833,0
FRN,NTH,1832,0
FRN,NTH,1833,0
BEL,GMY,1832,0
BEL,GMY,1833,0
GMY,BEL,1832,0
GMY,BEL,1833,0
FRN,GMY,1832,0
FRN,GMY,1833,0
GMY,FRN,1832,0
GMY,FRN,1833,0
NTH,FRN,1830,0
FRN,NTH,1830,0
FRN,GMY,1830,0
GMY,FRN,1830,0
FRN,RUS,1830,0
RUS,FRN,1830,0
ARG,UKG,1842,0
UKG,ARG,1842,0
ARG,FRN,1842,0
FRN,ARG,1842,0
USA,UKG,1846,0
UKG,USA,1846,0
FRN,AUH,1848,0
AUH,FRN,1848,0
AUH,PAP,1848,0
PAP,AUH,1848,0
AUH,SIC,1848,0
SIC,AUH,1848,0
UKG,HAN,1848,0
HAN,UKG,1848,0
BAV,SWD,1848,0
SWD,BAV,1848,0
GMY,DNK,1848,1
GMY,DNK,1849,1
DNK,GMY,1848,1
DNK,GMY,1849,1
FRN,TUR,1852,0
TUR,FRN,1852,0
RUS,CHN,1898,0
CHN,RUS,1898,0
FRN,CHN,1898,0
CHN,FRN,1898,0
USA,UKG,1856,0
UKG,USA,1856,0
GMY,SAX,1864,0
SAX,GMY,1864,0
UKG,TUR,1898,0
TUR,UKG,1898,0
FRN,TUR,1898,0
TUR,FRN,1898,0
ITA,TUR,1898,0
TUR,ITA,1898,0
RUS,TUR,1898,0
TUR,RUS,1898,0
ITA,ALB,1914,0
ITA,ALB,1915,0
ALB,ITA,1914,0
ALB,ITA,1915,0
GMY,ROU,1916,0
ROU,GMY,1916,0
YUG,BGR,1914,0
YUG,BGR,1915,0
BGR,YUG,1914,0
BGR,YUG,1915,0
BGR,RUS,1915,0
RUS,BGR,1915,0
USA,GMY,1915,0
USA,GMY,1916,0
GMY,USA,1915,0
GMY,USA,1916,0
BRA,GMY,1917,0
BRA,GMY,1918,0
GMY,BRA,1917,0
GMY,BRA,1918,0
ITA,ETH,1931,0
ETH,ITA,1931,0
RUS,JPN,1937,0
JPN,RUS,1937,0
POL,RUS,1938,0
RUS,POL,1938,0
USA,GMY,1941,0
GMY,USA,1941,0
ITA,GRC,1940,0
GRC,ITA,1940,0
UKG,GMY,1941,0
GMY,UKG,1941,0
UKG,IRQ,1941,0
IRQ,UKG,1941,0
PRT,GMY,1941,0
GMY,PRT,1941,0
UKG,FRN,1831,0
FRN,UKG,1831,0
